,high,volume,close,open,low
2021-03-05 14:30:00,121.30000305175781,17448700,120.80000305175781,120.9000015258789,115.37999725341797
2021-03-08 14:30:00,121.0,17246900,113.93000030517578,120.54000091552734,113.69999694824219
2021-03-09 14:30:00,118.4000015258789,17717100,116.37999725341797,117.06999969482422,115.33000183105469
2021-03-10 14:30:00,118.02999877929688,15240300,113.83000183105469,117.80000305175781,113.41000366210938
2021-03-11 14:30:00,120.80000305175781,15091600,120.58000183105469,118.23999786376953,117.06999969482422
2021-03-12 14:30:00,119.0,8171000,118.30000305175781,119.0,117.27999877929688
2021-03-15 13:30:00,119.11000061035156,8935000,119.08000183105469,118.6500015258789,116.70999908447266
2021-03-16 13:30:00,121.25,10793400,119.3499984741211,119.72000122070312,118.0999984741211
2021-03-17 13:30:00,119.5199966430664,9890400,118.76000213623047,117.75,115.38999938964844
2021-03-18 13:30:00,118.33000183105469,10283800,114.5,118.0,114.0999984741211
2021-03-19 13:30:00,114.88999938964844,11536000,113.62999725341797,114.37999725341797,113.20999908447266
2021-03-22 13:30:00,118.33000183105469,9376400,117.18000030517578,114.79000091552734,114.79000091552734
2021-03-23 13:30:00,116.75,8977400,114.88999938964844,116.0999984741211,114.62000274658203
2021-03-24 13:30:00,114.69000244140625,24196100,108.95999908447266,112.47000122070312,108.8499984741211
2021-03-25 13:30:00,112.75,16772400,110.44999694824219,108.0,107.88999938964844
2021-03-26 13:30:00,116.69999694824219,12910900,116.55999755859375,112.0,111.19999694824219
2021-03-29 13:30:00,116.76000213623047,10863600,114.38999938964844,116.55000305175781,112.38999938964844
2021-03-30 13:30:00,116.08999633789062,8206200,115.06999969482422,115.27999877929688,114.29000091552734
2021-03-31 13:30:00,118.36000061035156,9806500,118.27999877929688,115.79000091552734,115.55999755859375
2021-04-01 13:30:00,124.87999725341797,17904000,124.80000305175781,122.80999755859375,121.63999938964844
2021-04-05 13:30:00,127.4000015258789,14113900,124.5,127.06999969482422,122.68000030517578
2021-04-06 13:30:00,124.01000213623047,13042300,122.44000244140625,124.0,121.54000091552734
2021-04-07 13:30:00,122.61000061035156,11193200,119.88999938964844,122.44000244140625,119.83999633789062
2021-04-08 13:30:00,123.81999969482422,10226700,123.43000030517578,121.37999725341797,121.37999725341797
2021-04-09 13:30:00,123.44000244140625,8315200,122.80000305175781,122.75,121.69999694824219
2021-04-12 13:30:00,122.45999908447266,9868400,120.9000015258789,122.20999908447266,119.23999786376953
2021-04-13 13:30:00,122.9000015258789,8384800,121.2699966430664,122.4000015258789,120.3499984741211
2021-04-14 13:30:00,122.43000030517578,9521900,120.83999633789062,121.98999786376953,120.5
2021-04-15 13:30:00,122.0,18709100,118.3499984741211,121.69999694824219,116.55999755859375
2021-04-16 13:30:00,120.5999984741211,9512100,118.83999633789062,119.19000244140625,117.8499984741211
2021-04-19 13:30:00,118.87999725341797,12630300,115.4000015258789,118.0,115.19999694824219
2021-04-20 13:30:00,116.77999877929688,9299200,114.94999694824219,116.05000305175781,114.55000305175781
2021-04-21 13:30:00,117.48999786376953,8472200,117.4000015258789,114.5,113.7699966430664
2021-04-22 13:30:00,117.5,7411800,115.31999969482422,117.5,114.41000366210938
2021-04-23 13:30:00,118.72000122070312,8380300,118.63999938964844,116.58000183105469,115.93000030517578
2021-04-26 13:30:00,121.54000091552734,8444000,121.5199966430664,120.0,119.4000015258789
2021-04-27 13:30:00,121.6500015258789,5491800,121.2699966430664,121.5,119.88999938964844
2021-04-28 13:30:00,120.41999816894531,6476500,119.66000366210938,120.0,118.7300033569336
2021-04-29 13:30:00,120.83000183105469,8831800,119.0999984741211,120.72000122070312,117.61000061035156
2021-04-30 13:30:00,118.18000030517578,7950700,116.73999786376953,118.01000213623047,116.6500015258789
2021-05-03 13:30:00,117.55000305175781,10229500,115.94000244140625,117.47000122070312,115.7300033569336
2021-05-04 13:30:00,115.81999969482422,9638300,115.36000061035156,115.0,113.73999786376953
2021-05-05 13:30:00,116.48999786376953,7059000,115.37999725341797,116.0,114.8499984741211
2021-05-06 13:30:00,117.63999938964844,8581700,117.0,115.30000305175781,114.45999908447266
2021-05-07 13:30:00,119.41999816894531,9614300,116.83000183105469,118.4000015258789,116.05000305175781
2021-05-10 13:30:00,115.37999725341797,12281200,112.30999755859375,114.9800033569336,112.2300033569336
2021-05-11 13:30:00,112.98999786376953,10007700,112.8499984741211,109.7300033569336,109.12999725341797
2021-05-12 13:30:00,110.08999633789062,15058900,108.20999908447266,109.3499984741211,108.05999755859375
2021-05-13 13:30:00,111.43000030517578,10552000,108.75,109.36000061035156,107.9000015258789
2021-05-14 13:30:00,112.83000183105469,8425200,112.45999908447266,110.61000061035156,110.23999786376953
2021-05-17 13:30:00,110.02999877929688,10688600,109.80000305175781,109.06999969482422,107.87000274658203
2021-05-18 13:30:00,113.4800033569336,7476600,110.83999633789062,113.0,110.73999786376953
2021-05-19 13:30:00,112.48999786376953,7280500,112.4000015258789,108.5,108.0
2021-05-20 13:30:00,113.72000122070312,6442500,113.27999877929688,112.38999938964844,112.0999984741211
2021-05-21 13:30:00,114.0,5979400,111.8499984741211,114.0,111.69000244140625
2021-05-24 13:30:00,114.54000091552734,6653600,113.62999725341797,112.26000213623047,112.12000274658203
2021-05-25 13:30:00,114.94000244140625,5331700,114.27999877929688,114.8499984741211,113.5999984741211
2021-05-26 13:30:00,116.0,6605100,116.0,114.0,114.0
2021-05-27 13:30:00,116.52999877929688,6513700,115.7699966430664,116.0,115.0
2021-05-28 13:30:00,117.83999633789062,5386500,117.36000061035156,116.30000305175781,115.94999694824219
2021-06-01 13:30:00,120.04000091552734,7596100,118.51000213623047,119.70999908447266,117.43000030517578
2021-06-02 13:30:00,119.44999694824219,5383400,118.94999694824219,118.9000015258789,117.91999816894531
2021-06-03 13:30:00,118.26000213623047,4912200,116.81999969482422,118.05000305175781,116.45999908447266
2021-06-04 13:30:00,119.8499984741211,5352100,119.51000213623047,118.2300033569336,118.05000305175781
2021-06-07 13:30:00,118.75,6266000,118.22000122070312,118.13999938964844,117.56999969482422
2021-06-08 13:30:00,117.68000030517578,11564800,115.91999816894531,117.55000305175781,115.05999755859375
2021-06-09 13:30:00,117.6500015258789,6401600,117.12999725341797,116.0,115.97000122070312
2021-06-10 13:30:00,118.8499984741211,8566600,118.23999786376953,117.04000091552734,116.62999725341797
2021-06-11 13:30:00,118.41999816894531,6036600,118.25,118.29000091552734,117.16000366210938
2021-06-14 13:30:00,121.0,7610300,120.98999786376953,118.55000305175781,118.45999908447266
2021-06-15 13:30:00,122.0,8196900,119.44999694824219,120.3499984741211,119.2699966430664
2021-06-16 13:30:00,119.9000015258789,8059400,118.0199966430664,119.55000305175781,117.5
2021-06-17 13:30:00,120.23999786376953,7608100,119.12000274658203,117.68000030517578,117.58999633789062
2021-06-18 13:30:00,117.88999938964844,12532800,115.79000091552734,117.51000213623047,115.20999908447266
2021-06-21 13:30:00,115.4000015258789,11116200,114.13999938964844,115.37999725341797,113.0199966430664
2021-06-22 13:30:00,114.48999786376953,11792400,114.33000183105469,113.5,112.01000213623047
2021-06-23 13:30:00,117.41999816894531,8913700,116.05000305175781,116.19999694824219,115.80999755859375
2021-06-24 13:30:00,117.66999816894531,6772200,117.23999786376953,116.72000122070312,116.2699966430664
2021-06-25 13:30:00,117.93000030517578,6712800,116.52999877929688,117.44999694824219,116.52999877929688
2021-06-28 13:30:00,119.94999694824219,11026600,119.61000061035156,117.29000091552734,117.18000030517578
2021-06-29 13:30:00,120.29000091552734,7874900,120.2300033569336,119.4000015258789,118.41999816894531
2021-06-30 13:30:00,120.76000213623047,7936400,120.16000366210938,120.16000366210938,119.01000213623047
2021-07-01 13:30:00,120.20999908447266,8295600,118.41999816894531,120.0999984741211,118.02999877929688
2021-07-02 13:30:00,119.18000030517578,5144300,118.91000366210938,118.75,118.41000366210938
2021-07-06 13:30:00,120.95999908447266,7181500,120.05000305175781,119.8499984741211,118.22000122070312
2021-07-07 13:30:00,121.05000305175781,7391800,118.25,120.63999938964844,118.20999908447266
2021-07-08 13:30:00,118.27999877929688,7565400,117.87000274658203,115.87000274658203,115.37999725341797
2021-07-09 13:30:00,120.79000091552734,8374200,120.55999755859375,118.0,117.62000274658203
2021-07-12 13:30:00,122.7300033569336,10668700,122.62999725341797,121.19000244140625,119.5199966430664
2021-07-13 13:30:00,125.4800033569336,13460200,123.9000015258789,123.19000244140625,122.12999725341797
2021-07-14 13:30:00,125.77999877929688,10587700,124.38999938964844,125.1500015258789,124.06999969482422
2021-07-15 13:30:00,120.69999694824219,23734500,117.52999877929688,120.12000274658203,116.87000274658203
2021-07-16 13:30:00,118.98999786376953,12110000,115.73999786376953,118.75,115.16999816894531
2021-07-19 13:30:00,115.62000274658203,9230200,115.3499984741211,114.0,113.2300033569336
2021-07-20 13:30:00,116.87000274658203,7108000,116.4000015258789,115.87999725341797,114.43000030517578
2021-07-21 13:30:00,117.87000274658203,5564700,117.87000274658203,116.2300033569336,115.93000030517578
2021-07-22 13:30:00,118.08999633789062,5746500,116.55999755859375,118.08999633789062,116.20999908447266
2021-07-23 13:30:00,117.6500015258789,5773900,116.79000091552734,117.6500015258789,115.33000183105469
2021-07-26 13:30:00,116.0999984741211,6440600,115.6500015258789,115.79000091552734,114.87000274658203
2021-07-27 13:30:00,115.4000015258789,11127500,113.54000091552734,115.31999969482422,112.05000305175781
2021-07-28 13:30:00,115.51000213623047,6819700,115.06999969482422,113.94000244140625,113.87999725341797
2021-07-29 13:30:00,117.11000061035156,7162000,116.1500015258789,116.0,115.61000061035156
2021-07-30 13:30:00,117.41999816894531,6482600,116.63999938964844,115.5,115.19000244140625
2021-08-02 13:30:00,118.37999725341797,6028800,116.86000061035156,117.5,116.66000366210938
2021-08-03 13:30:00,118.63999938964844,5874700,118.41000366210938,117.30999755859375,116.83999633789062
2021-08-04 13:30:00,119.55000305175781,4254000,118.73999786376953,118.43000030517578,118.27999877929688
2021-08-05 13:30:00,119.23999786376953,4452300,119.22000122070312,119.06999969482422,118.23999786376953
2021-08-06 13:30:00,118.5999984741211,4338100,118.20999908447266,118.37000274658203,117.44999694824219
2021-08-09 13:30:00,118.79000091552734,4280200,118.22000122070312,118.41999816894531,117.31999969482422
2021-08-10 13:30:00,119.05000305175781,5132800,116.36000061035156,118.5,114.08000183105469
2021-08-11 13:30:00,117.29000091552734,4490400,115.98999786376953,116.5,115.19999694824219
2021-08-12 13:30:00,115.94999694824219,6338400,115.69999694824219,115.55000305175781,114.44000244140625
2021-08-13 13:30:00,115.5199966430664,4593200,115.5,115.06999969482422,114.48999786376953
2021-08-16 13:30:00,115.4800033569336,5435900,114.62999725341797,115.0999984741211,114.0999984741211
2021-08-17 13:30:00,113.8499984741211,13398800,111.11000061035156,113.7300033569336,110.75
2021-08-18 13:30:00,113.0,9167300,110.44999694824219,111.73999786376953,110.37999725341797
2021-08-19 13:30:00,110.97000122070312,12146900,110.5199966430664,109.0,107.68000030517578
2021-08-20 13:30:00,109.70999908447266,13042000,108.12000274658203,109.13999938964844,107.7300033569336
2021-08-23 13:30:00,111.33000183105469,9533500,110.95999908447266,110.08000183105469,109.2699966430664
2021-08-24 13:30:00,113.06999969482422,6719800,112.11000061035156,111.81999969482422,111.80000305175781
2021-08-25 13:30:00,119.18000030517578,22106800,117.02999877929688,115.70999908447266,115.61000061035156
2021-08-26 13:30:00,118.45999908447266,9892100,118.0999984741211,117.9800033569336,116.3499984741211
2021-08-27 13:30:00,119.30000305175781,6827700,118.48999786376953,118.33000183105469,117.69000244140625
2021-08-30 13:30:00,119.5,6434200,118.98999786376953,118.87999725341797,118.47000122070312
2021-08-31 13:30:00,120.80000305175781,8424900,119.01000213623047,120.01000213623047,118.69999694824219
2021-09-01 13:30:00,121.36000061035156,8603900,120.45999908447266,120.22000122070312,119.55999755859375
2021-09-02 13:30:00,121.38999938964844,6866400,120.79000091552734,120.94000244140625,120.45999908447266
2021-09-03 13:30:00,124.4800033569336,10361400,123.97000122070312,121.58000183105469,121.26000213623047
2021-09-07 13:30:00,125.27999877929688,9739900,124.69999694824219,124.62000274658203,123.88999938964844
2021-09-08 13:30:00,123.13999938964844,7983300,121.88999938964844,122.97000122070312,121.2300033569336
2021-09-09 13:30:00,123.48999786376953,5101300,122.68000030517578,122.19000244140625,121.87999725341797
2021-09-10 13:30:00,124.33999633789062,5163900,122.97000122070312,123.0199966430664,122.88999938964844
2021-09-13 13:30:00,124.0999984741211,6622800,123.62000274658203,122.94000244140625,122.19999694824219
2021-09-14 13:30:00,123.62999725341797,5110500,123.08999633789062,123.62999725341797,122.4000015258789
2021-09-15 13:30:00,122.5,5566500,121.5,122.41000366210938,120.87999725341797
2021-09-16 13:30:00,121.12999725341797,7301400,120.79000091552734,120.0,119.3499984741211
2021-09-17 13:30:00,120.47000122070312,10722700,117.75,120.19000244140625,117.69000244140625
2021-09-20 13:30:00,116.01000213623047,8991000,114.69999694824219,115.19999694824219,113.55000305175781
2021-09-21 13:30:00,115.87000274658203,8182200,114.95999908447266,115.6500015258789,114.55000305175781
2021-09-22 13:30:00,116.23999786376953,5345600,115.87000274658203,115.2300033569336,114.91000366210938
2021-09-23 13:30:00,116.97000122070312,5484700,116.19000244140625,116.97000122070312,115.58999633789062
2021-09-24 13:30:00,116.55999755859375,4455900,115.63999938964844,116.0,115.52999877929688
2021-09-27 13:30:00,116.56999969482422,5198800,116.1500015258789,115.69999694824219,115.01000213623047
2021-09-28 13:30:00,115.04000091552734,9792300,111.9000015258789,114.33000183105469,111.8499984741211
2021-09-29 13:30:00,112.8499984741211,6522400,111.62000274658203,112.30000305175781,111.0199966430664
2021-09-30 13:30:00,113.3499984741211,6433400,111.6500015258789,112.43000030517578,111.6500015258789
2021-10-01 13:30:00,112.30000305175781,5315200,111.55999755859375,112.0,110.30000305175781
2021-10-04 13:30:00,111.43000030517578,8514500,109.0199966430664,111.0,108.5199966430664
2021-10-05 13:30:00,110.3499984741211,8039600,109.26000213623047,109.80000305175781,109.22000122070312
2021-10-06 13:30:00,109.5199966430664,7553600,109.33999633789062,108.44000244140625,107.58000183105469
2021-10-07 13:30:00,111.70999908447266,7821900,110.83000183105469,111.0,110.48999786376953
2021-10-08 13:30:00,111.06999969482422,5143400,110.04000091552734,110.9800033569336,109.51000213623047
2021-10-11 13:30:00,111.70999908447266,5318500,110.26000213623047,110.08000183105469,109.9000015258789
2021-10-12 13:30:00,111.02999877929688,9294600,109.19999694824219,110.47000122070312,108.55999755859375
2021-10-13 13:30:00,110.05000305175781,7845100,109.9800033569336,109.31999969482422,108.94999694824219
2021-10-14 13:30:00,114.73999786376953,16930500,112.55999755859375,114.13999938964844,111.16000366210938
2021-10-15 13:30:00,114.94999694824219,11558800,114.86000061035156,114.77999877929688,112.95999908447266
2021-10-18 13:30:00,115.3499984741211,6773800,115.33999633789062,113.41999816894531,113.41999816894531
2021-10-19 13:30:00,116.9800033569336,5406100,116.95999908447266,115.80000305175781,115.62999725341797
2021-10-20 13:30:00,117.02999877929688,8205800,115.58999633789062,116.87999725341797,115.55000305175781
2021-10-21 13:30:00,116.3499984741211,4640300,116.29000091552734,115.01000213623047,114.61000061035156
2021-10-22 13:30:00,117.1500015258789,6283000,114.2300033569336,116.23999786376953,114.2300033569336
2021-10-25 13:30:00,114.55000305175781,6667700,113.63999938964844,114.4000015258789,113.11000061035156
2021-10-26 13:30:00,115.30000305175781,4852300,114.18000030517578,114.94000244140625,113.72000122070312
2021-10-27 13:30:00,115.05999755859375,5394500,113.75,114.02999877929688,113.70999908447266
2021-10-28 13:30:00,116.0199966430664,5714300,116.01000213623047,113.66000366210938,113.54000091552734
2021-10-29 13:30:00,114.19000244140625,7118900,113.69999694824219,114.06999969482422,113.22000122070312
2021-11-01 13:30:00,114.33999633789062,4955700,114.12000274658203,113.58000183105469,113.3499984741211
2021-11-02 13:30:00,114.80000305175781,4479700,114.11000061035156,113.58999633789062,113.54000091552734
2021-11-03 13:30:00,114.0999984741211,6073000,114.01000213623047,113.44000244140625,112.7300033569336
2021-11-04 13:30:00,117.8499984741211,14682800,117.79000091552734,113.37000274658203,112.41000366210938
2021-11-05 13:30:00,119.52999877929688,8668100,117.80000305175781,118.16999816894531,116.25
2021-11-08 14:30:00,122.25,15776300,120.91000366210938,118.38999938964844,117.05000305175781
2021-11-09 14:30:00,123.2699966430664,10874100,121.77999877929688,121.25,120.16999816894531
2021-11-10 14:30:00,120.80000305175781,9046100,118.19999694824219,119.5999984741211,117.68000030517578
2021-11-11 14:30:00,120.47000122070312,6994000,118.19000244140625,119.26000213623047,117.80000305175781
2021-11-12 14:30:00,118.81999969482422,6947200,118.69000244140625,118.38999938964844,117.2699966430664
2021-11-15 14:30:00,119.63999938964844,5157000,118.12000274658203,119.31999969482422,117.51000213623047
2021-11-16 14:30:00,118.37999725341797,5555100,118.08000183105469,117.69000244140625,117.16000366210938
2021-11-17 14:30:00,119.55000305175781,6391400,119.05999755859375,118.0,117.51000213623047
2021-11-18 14:30:00,123.55999755859375,13229700,123.38999938964844,119.97000122070312,119.80000305175781
2021-11-19 14:30:00,124.80000305175781,9071800,124.26000213623047,122.02999877929688,122.0199966430664
2021-11-22 14:30:00,128.08999633789062,16076100,124.75,123.5,123.20999908447266
2021-11-23 14:30:00,123.19999694824219,10984000,121.36000061035156,122.72000122070312,119.5199966430664
2021-11-24 14:30:00,120.87000274658203,6992600,120.70999908447266,120.0,118.4000015258789
2021-11-26 14:30:00,119.04000091552734,6766900,117.08999633789062,117.5,116.5199966430664
2021-11-29 14:30:00,119.87999725341797,7634000,119.27999877929688,118.36000061035156,117.9000015258789
2021-11-30 14:30:00,120.16999816894531,10561800,117.1500015258789,118.0999984741211,115.76000213623047
2021-12-01 14:30:00,123.51000213623047,12924400,120.62999725341797,119.22000122070312,119.22000122070312
2021-12-02 14:30:00,123.4000015258789,8425500,121.69999694824219,120.3499984741211,120.0199966430664
2021-12-03 14:30:00,121.8499984741211,7809000,119.33000183105469,121.0,117.9800033569336
2021-12-06 14:30:00,119.5,5681200,119.13999938964844,118.88999938964844,116.58000183105469
2021-12-07 14:30:00,122.58000183105469,7459200,122.31999969482422,120.54000091552734,120.26000213623047
2021-12-08 14:30:00,122.22000122070312,5795700,121.80000305175781,121.62999725341797,120.11000061035156
2021-12-09 14:30:00,122.08999633789062,6103900,119.5,121.18000030517578,119.48999786376953
2021-12-10 14:30:00,120.79000091552734,5973900,119.12999725341797,120.0,118.23999786376953
2021-12-13 14:30:00,119.02999877929688,5854300,116.41999816894531,118.86000061035156,116.38999938964844
2021-12-14 14:30:00,116.9800033569336,6267300,116.29000091552734,115.44000244140625,115.25
2021-12-15 14:30:00,120.51000213623047,6700700,120.4000015258789,116.79000091552734,116.4800033569336
2021-12-16 14:30:00,120.75,9116100,116.56999969482422,120.33999633789062,116.13999938964844
2021-12-17 14:30:00,117.48999786376953,11725600,116.31999969482422,116.29000091552734,115.93000030517578
2021-12-20 14:30:00,116.62000274658203,6980800,114.94000244140625,115.91999816894531,113.91000366210938
2021-12-21 14:30:00,117.5,6122900,117.44000244140625,116.06999969482422,115.08000183105469
2021-12-22 14:30:00,121.44000244140625,9300100,121.30000305175781,116.91999816894531,116.83000183105469
2021-12-23 14:30:00,121.79000091552734,6512500,120.68000030517578,120.95999908447266,119.83999633789062
2021-12-27 14:30:00,123.26000213623047,6309900,122.69999694824219,121.22000122070312,121.19999694824219
2021-12-28 14:30:00,123.66000366210938,6321000,122.05999755859375,123.37999725341797,121.87000274658203
2021-12-29 14:30:00,123.1500015258789,5847700,121.41000366210938,121.80000305175781,120.97000122070312
2021-12-30 14:30:00,121.55000305175781,4187800,120.41999816894531,121.0,120.19000244140625
2021-12-31 14:30:00,121.75,3888200,120.30999755859375,121.3499984741211,120.22000122070312
2022-01-03 14:30:00,129.58999633789062,18592000,128.8000030517578,124.12999725341797,124.0
2022-01-04 14:30:00,135.5,25554900,133.39999389648438,130.8699951171875,130.3000030517578
2022-01-05 14:30:00,130.8800048828125,17891200,127.05999755859375,130.7100067138672,126.87999725341797
2022-01-06 14:30:00,129.0,16249000,128.47000122070312,127.0,124.80999755859375
2022-01-07 14:30:00,127.13999938964844,21248100,123.5,126.55000305175781,123.30999755859375
2022-01-10 14:30:00,125.87000274658203,11857700,125.01000213623047,125.11000061035156,123.26000213623047
2022-01-11 14:30:00,129.5500030517578,12113100,129.1699981689453,126.54000091552734,125.5
2022-01-12 14:30:00,132.9199981689453,16389200,132.22999572753906,130.5,130.22000122070312
2022-01-13 14:30:00,145.0,52020000,139.19000244140625,140.75,138.9199981689453
2022-01-14 14:30:00,143.8800048828125,28255300,140.66000366210938,136.08999633789062,136.08999633789062
2022-01-18 14:30:00,137.17999267578125,15191400,133.8300018310547,136.75,133.2899932861328
2022-01-19 14:30:00,135.89999389648438,11155100,131.00999450683594,134.6199951171875,130.94000244140625
2022-01-20 14:30:00,132.75,11421900,128.3300018310547,131.9199981689453,128.1999969482422
2022-01-21 14:30:00,127.9800033569336,15573700,124.52999877929688,127.08000183105469,124.2699966430664
2022-01-24 14:30:00,126.06999969482422,17083400,125.95999908447266,123.7699966430664,120.12999725341797
2022-01-25 14:30:00,125.81999969482422,11370500,122.4800033569336,125.48999786376953,121.69999694824219
2022-01-26 14:30:00,126.66999816894531,13592100,123.08000183105469,125.37999725341797,121.88999938964844
2022-01-27 14:30:00,124.13999938964844,18599800,116.37999725341797,124.0,116.02999877929688
2022-01-28 14:30:00,119.5999984741211,14005900,117.61000061035156,118.70999908447266,114.19000244140625
2022-01-31 14:30:00,122.7699966430664,10189100,122.62999725341797,119.5199966430664,118.80999755859375
2022-02-01 14:30:00,123.23999786376953,6956300,123.05000305175781,122.9000015258789,120.0999984741211
2022-02-02 14:30:00,126.47000122070312,8562900,124.1500015258789,126.2300033569336,122.55000305175781
2022-02-03 14:30:00,123.87999725341797,9926800,119.83999633789062,121.44999694824219,119.25
2022-02-04 14:30:00,121.83000183105469,5743200,121.0199966430664,120.44000244140625,119.38999938964844
2022-02-07 14:30:00,124.0999984741211,6562900,122.30999755859375,122.55999755859375,121.87999725341797
2022-02-08 14:30:00,123.86000061035156,7036200,123.70999908447266,122.0,121.61000061035156
2022-02-09 14:30:00,125.55000305175781,10979700,125.5199966430664,124.87999725341797,122.76000213623047
2022-02-10 14:30:00,128.66000366210938,10474900,124.70999908447266,124.80000305175781,124.36000061035156
2022-02-11 14:30:00,126.58000183105469,9845700,121.01000213623047,125.5,120.44999694824219
2022-02-14 14:30:00,121.55000305175781,8081800,119.7699966430664,119.94999694824219,118.0
2022-02-15 14:30:00,124.61000061035156,9248700,124.5199966430664,122.0199966430664,121.45999908447266
2022-02-16 14:30:00,124.29000091552734,5749500,123.5999984741211,123.13999938964844,121.56999969482422
2022-02-17 14:30:00,122.75,7976700,119.76000213623047,122.48999786376953,119.6500015258789
2022-02-18 14:30:00,120.69000244140625,8389000,119.30999755859375,120.5199966430664,118.44999694824219
2022-02-22 14:30:00,119.36000061035156,9793500,116.91000366210938,117.5,115.72000122070312
2022-02-23 14:30:00,119.43000030517578,8114700,115.9000015258789,118.55000305175781,115.76000213623047
2022-02-24 14:30:00,111.9800033569336,27539100,111.87999725341797,108.0,104.37999725341797
2022-02-25 14:30:00,113.0,14258900,111.2300033569336,112.29000091552734,109.36000061035156
2022-02-28 14:30:00,109.7699966430664,26347100,107.01000213623047,109.37000274658203,105.0
2022-03-01 14:30:00,111.11000061035156,20377900,108.05000305175781,110.0,107.05000305175781
2022-03-02 14:30:00,109.97000122070312,13342400,109.61000061035156,108.4000015258789,107.86000061035156
2022-03-03 14:30:00,110.0,10841700,108.79000091552734,109.91000366210938,107.5999984741211
2022-03-04 14:30:00,108.12000274658203,22372100,105.05999755859375,107.0,103.80999755859375
