,volume,high,open,close,low
2021-03-05 14:30:00,17448700,121.30000305175781,120.9000015258789,120.80000305175781,115.37999725341797
2021-03-08 14:30:00,17246900,121.0,120.54000091552734,113.93000030517578,113.69999694824219
2021-03-09 14:30:00,17717100,118.4000015258789,117.06999969482422,116.37999725341797,115.33000183105469
2021-03-10 14:30:00,15240300,118.02999877929688,117.80000305175781,113.83000183105469,113.41000366210938
2021-03-11 14:30:00,15091600,120.80000305175781,118.23999786376953,120.58000183105469,117.06999969482422
2021-03-12 14:30:00,8171000,119.0,119.0,118.30000305175781,117.27999877929688
2021-03-15 13:30:00,8935000,119.11000061035156,118.6500015258789,119.08000183105469,116.70999908447266
2021-03-16 13:30:00,10793400,121.25,119.72000122070312,119.3499984741211,118.0999984741211
2021-03-17 13:30:00,9890400,119.5199966430664,117.75,118.76000213623047,115.38999938964844
2021-03-18 13:30:00,10283800,118.33000183105469,118.0,114.5,114.0999984741211
2021-03-19 13:30:00,11536000,114.88999938964844,114.37999725341797,113.62999725341797,113.20999908447266
2021-03-22 13:30:00,9376400,118.33000183105469,114.79000091552734,117.18000030517578,114.79000091552734
2021-03-23 13:30:00,8977400,116.75,116.0999984741211,114.88999938964844,114.62000274658203
2021-03-24 13:30:00,24196100,114.69000244140625,112.47000122070312,108.95999908447266,108.8499984741211
2021-03-25 13:30:00,16772400,112.75,108.0,110.44999694824219,107.88999938964844
2021-03-26 13:30:00,12910900,116.69999694824219,112.0,116.55999755859375,111.19999694824219
2021-03-29 13:30:00,10863600,116.76000213623047,116.55000305175781,114.38999938964844,112.38999938964844
2021-03-30 13:30:00,8206200,116.08999633789062,115.27999877929688,115.06999969482422,114.29000091552734
2021-03-31 13:30:00,9806500,118.36000061035156,115.79000091552734,118.27999877929688,115.55999755859375
2021-04-01 13:30:00,17904000,124.87999725341797,122.80999755859375,124.80000305175781,121.63999938964844
2021-04-05 13:30:00,14113900,127.4000015258789,127.06999969482422,124.5,122.68000030517578
2021-04-06 13:30:00,13042300,124.01000213623047,124.0,122.44000244140625,121.54000091552734
2021-04-07 13:30:00,11193200,122.61000061035156,122.44000244140625,119.88999938964844,119.83999633789062
2021-04-08 13:30:00,10226700,123.81999969482422,121.37999725341797,123.43000030517578,121.37999725341797
2021-04-09 13:30:00,8315200,123.44000244140625,122.75,122.80000305175781,121.69999694824219
2021-04-12 13:30:00,9868400,122.45999908447266,122.20999908447266,120.9000015258789,119.23999786376953
2021-04-13 13:30:00,8384800,122.9000015258789,122.4000015258789,121.2699966430664,120.3499984741211
2021-04-14 13:30:00,9521900,122.43000030517578,121.98999786376953,120.83999633789062,120.5
2021-04-15 13:30:00,18709100,122.0,121.69999694824219,118.3499984741211,116.55999755859375
2021-04-16 13:30:00,9512100,120.5999984741211,119.19000244140625,118.83999633789062,117.8499984741211
2021-04-19 13:30:00,12630300,118.87999725341797,118.0,115.4000015258789,115.19999694824219
2021-04-20 13:30:00,9299200,116.77999877929688,116.05000305175781,114.94999694824219,114.55000305175781
2021-04-21 13:30:00,8472200,117.48999786376953,114.5,117.4000015258789,113.7699966430664
2021-04-22 13:30:00,7411800,117.5,117.5,115.31999969482422,114.41000366210938
2021-04-23 13:30:00,8380300,118.72000122070312,116.58000183105469,118.63999938964844,115.93000030517578
2021-04-26 13:30:00,8444000,121.54000091552734,120.0,121.5199966430664,119.4000015258789
2021-04-27 13:30:00,5491800,121.6500015258789,121.5,121.2699966430664,119.88999938964844
2021-04-28 13:30:00,6476500,120.41999816894531,120.0,119.66000366210938,118.7300033569336
2021-04-29 13:30:00,8831800,120.83000183105469,120.72000122070312,119.0999984741211,117.61000061035156
2021-04-30 13:30:00,7950700,118.18000030517578,118.01000213623047,116.73999786376953,116.6500015258789
2021-05-03 13:30:00,10229500,117.55000305175781,117.47000122070312,115.94000244140625,115.7300033569336
2021-05-04 13:30:00,9638300,115.81999969482422,115.0,115.36000061035156,113.73999786376953
2021-05-05 13:30:00,7059000,116.48999786376953,116.0,115.37999725341797,114.8499984741211
2021-05-06 13:30:00,8581700,117.63999938964844,115.30000305175781,117.0,114.45999908447266
2021-05-07 13:30:00,9614300,119.41999816894531,118.4000015258789,116.83000183105469,116.05000305175781
2021-05-10 13:30:00,12281200,115.37999725341797,114.9800033569336,112.30999755859375,112.2300033569336
2021-05-11 13:30:00,10007700,112.98999786376953,109.7300033569336,112.8499984741211,109.12999725341797
2021-05-12 13:30:00,15058900,110.08999633789062,109.3499984741211,108.20999908447266,108.05999755859375
2021-05-13 13:30:00,10552000,111.43000030517578,109.36000061035156,108.75,107.9000015258789
2021-05-14 13:30:00,8425200,112.83000183105469,110.61000061035156,112.45999908447266,110.23999786376953
2021-05-17 13:30:00,10688600,110.02999877929688,109.06999969482422,109.80000305175781,107.87000274658203
2021-05-18 13:30:00,7476600,113.4800033569336,113.0,110.83999633789062,110.73999786376953
2021-05-19 13:30:00,7280500,112.48999786376953,108.5,112.4000015258789,108.0
2021-05-20 13:30:00,6442500,113.72000122070312,112.38999938964844,113.27999877929688,112.0999984741211
2021-05-21 13:30:00,5979400,114.0,114.0,111.8499984741211,111.69000244140625
2021-05-24 13:30:00,6653600,114.54000091552734,112.26000213623047,113.62999725341797,112.12000274658203
2021-05-25 13:30:00,5331700,114.94000244140625,114.8499984741211,114.27999877929688,113.5999984741211
2021-05-26 13:30:00,6605100,116.0,114.0,116.0,114.0
2021-05-27 13:30:00,6513700,116.52999877929688,116.0,115.7699966430664,115.0
2021-05-28 13:30:00,5386500,117.83999633789062,116.30000305175781,117.36000061035156,115.94999694824219
2021-06-01 13:30:00,7596100,120.04000091552734,119.70999908447266,118.51000213623047,117.43000030517578
2021-06-02 13:30:00,5383400,119.44999694824219,118.9000015258789,118.94999694824219,117.91999816894531
2021-06-03 13:30:00,4912200,118.26000213623047,118.05000305175781,116.81999969482422,116.45999908447266
2021-06-04 13:30:00,5352100,119.8499984741211,118.2300033569336,119.51000213623047,118.05000305175781
2021-06-07 13:30:00,6266000,118.75,118.13999938964844,118.22000122070312,117.56999969482422
2021-06-08 13:30:00,11564800,117.68000030517578,117.55000305175781,115.91999816894531,115.05999755859375
2021-06-09 13:30:00,6401600,117.6500015258789,116.0,117.12999725341797,115.97000122070312
2021-06-10 13:30:00,8566600,118.8499984741211,117.04000091552734,118.23999786376953,116.62999725341797
2021-06-11 13:30:00,6036600,118.41999816894531,118.29000091552734,118.25,117.16000366210938
2021-06-14 13:30:00,7610300,121.0,118.55000305175781,120.98999786376953,118.45999908447266
2021-06-15 13:30:00,8196900,122.0,120.3499984741211,119.44999694824219,119.2699966430664
2021-06-16 13:30:00,8059400,119.9000015258789,119.55000305175781,118.0199966430664,117.5
2021-06-17 13:30:00,7608100,120.23999786376953,117.68000030517578,119.12000274658203,117.58999633789062
2021-06-18 13:30:00,12532800,117.88999938964844,117.51000213623047,115.79000091552734,115.20999908447266
2021-06-21 13:30:00,11116200,115.4000015258789,115.37999725341797,114.13999938964844,113.0199966430664
2021-06-22 13:30:00,11792400,114.48999786376953,113.5,114.33000183105469,112.01000213623047
2021-06-23 13:30:00,8913700,117.41999816894531,116.19999694824219,116.05000305175781,115.80999755859375
2021-06-24 13:30:00,6772200,117.66999816894531,116.72000122070312,117.23999786376953,116.2699966430664
2021-06-25 13:30:00,6712800,117.93000030517578,117.44999694824219,116.52999877929688,116.52999877929688
2021-06-28 13:30:00,11026600,119.94999694824219,117.29000091552734,119.61000061035156,117.18000030517578
2021-06-29 13:30:00,7874900,120.29000091552734,119.4000015258789,120.2300033569336,118.41999816894531
2021-06-30 13:30:00,7936400,120.76000213623047,120.16000366210938,120.16000366210938,119.01000213623047
2021-07-01 13:30:00,8295600,120.20999908447266,120.0999984741211,118.41999816894531,118.02999877929688
2021-07-02 13:30:00,5144300,119.18000030517578,118.75,118.91000366210938,118.41000366210938
2021-07-06 13:30:00,7181500,120.95999908447266,119.8499984741211,120.05000305175781,118.22000122070312
2021-07-07 13:30:00,7391800,121.05000305175781,120.63999938964844,118.25,118.20999908447266
2021-07-08 13:30:00,7565400,118.27999877929688,115.87000274658203,117.87000274658203,115.37999725341797
2021-07-09 13:30:00,8374200,120.79000091552734,118.0,120.55999755859375,117.62000274658203
2021-07-12 13:30:00,10668700,122.7300033569336,121.19000244140625,122.62999725341797,119.5199966430664
2021-07-13 13:30:00,13460200,125.4800033569336,123.19000244140625,123.9000015258789,122.12999725341797
2021-07-14 13:30:00,10587700,125.77999877929688,125.1500015258789,124.38999938964844,124.06999969482422
2021-07-15 13:30:00,23734500,120.69999694824219,120.12000274658203,117.52999877929688,116.87000274658203
2021-07-16 13:30:00,12110000,118.98999786376953,118.75,115.73999786376953,115.16999816894531
2021-07-19 13:30:00,9230200,115.62000274658203,114.0,115.3499984741211,113.2300033569336
2021-07-20 13:30:00,7108000,116.87000274658203,115.87999725341797,116.4000015258789,114.43000030517578
2021-07-21 13:30:00,5564700,117.87000274658203,116.2300033569336,117.87000274658203,115.93000030517578
2021-07-22 13:30:00,5746500,118.08999633789062,118.08999633789062,116.55999755859375,116.20999908447266
2021-07-23 13:30:00,5773900,117.6500015258789,117.6500015258789,116.79000091552734,115.33000183105469
2021-07-26 13:30:00,6440600,116.0999984741211,115.79000091552734,115.6500015258789,114.87000274658203
2021-07-27 13:30:00,11127500,115.4000015258789,115.31999969482422,113.54000091552734,112.05000305175781
2021-07-28 13:30:00,6819700,115.51000213623047,113.94000244140625,115.06999969482422,113.87999725341797
2021-07-29 13:30:00,7162000,117.11000061035156,116.0,116.1500015258789,115.61000061035156
2021-07-30 13:30:00,6482600,117.41999816894531,115.5,116.63999938964844,115.19000244140625
2021-08-02 13:30:00,6028800,118.37999725341797,117.5,116.86000061035156,116.66000366210938
2021-08-03 13:30:00,5874700,118.63999938964844,117.30999755859375,118.41000366210938,116.83999633789062
2021-08-04 13:30:00,4254000,119.55000305175781,118.43000030517578,118.73999786376953,118.27999877929688
2021-08-05 13:30:00,4452300,119.23999786376953,119.06999969482422,119.22000122070312,118.23999786376953
2021-08-06 13:30:00,4338100,118.5999984741211,118.37000274658203,118.20999908447266,117.44999694824219
2021-08-09 13:30:00,4280200,118.79000091552734,118.41999816894531,118.22000122070312,117.31999969482422
2021-08-10 13:30:00,5132800,119.05000305175781,118.5,116.36000061035156,114.08000183105469
2021-08-11 13:30:00,4490400,117.29000091552734,116.5,115.98999786376953,115.19999694824219
2021-08-12 13:30:00,6338400,115.94999694824219,115.55000305175781,115.69999694824219,114.44000244140625
2021-08-13 13:30:00,4593200,115.5199966430664,115.06999969482422,115.5,114.48999786376953
2021-08-16 13:30:00,5435900,115.4800033569336,115.0999984741211,114.62999725341797,114.0999984741211
2021-08-17 13:30:00,13398800,113.8499984741211,113.7300033569336,111.11000061035156,110.75
2021-08-18 13:30:00,9167300,113.0,111.73999786376953,110.44999694824219,110.37999725341797
2021-08-19 13:30:00,12146900,110.97000122070312,109.0,110.5199966430664,107.68000030517578
2021-08-20 13:30:00,13042000,109.70999908447266,109.13999938964844,108.12000274658203,107.7300033569336
2021-08-23 13:30:00,9533500,111.33000183105469,110.08000183105469,110.95999908447266,109.2699966430664
2021-08-24 13:30:00,6719800,113.06999969482422,111.81999969482422,112.11000061035156,111.80000305175781
2021-08-25 13:30:00,22106800,119.18000030517578,115.70999908447266,117.02999877929688,115.61000061035156
2021-08-26 13:30:00,9892100,118.45999908447266,117.9800033569336,118.0999984741211,116.3499984741211
2021-08-27 13:30:00,6827700,119.30000305175781,118.33000183105469,118.48999786376953,117.69000244140625
2021-08-30 13:30:00,6434200,119.5,118.87999725341797,118.98999786376953,118.47000122070312
2021-08-31 13:30:00,8424900,120.80000305175781,120.01000213623047,119.01000213623047,118.69999694824219
2021-09-01 13:30:00,8603900,121.36000061035156,120.22000122070312,120.45999908447266,119.55999755859375
2021-09-02 13:30:00,6866400,121.38999938964844,120.94000244140625,120.79000091552734,120.45999908447266
2021-09-03 13:30:00,10361400,124.4800033569336,121.58000183105469,123.97000122070312,121.26000213623047
2021-09-07 13:30:00,9739900,125.27999877929688,124.62000274658203,124.69999694824219,123.88999938964844
2021-09-08 13:30:00,7983300,123.13999938964844,122.97000122070312,121.88999938964844,121.2300033569336
2021-09-09 13:30:00,5101300,123.48999786376953,122.19000244140625,122.68000030517578,121.87999725341797
2021-09-10 13:30:00,5163900,124.33999633789062,123.0199966430664,122.97000122070312,122.88999938964844
2021-09-13 13:30:00,6622800,124.0999984741211,122.94000244140625,123.62000274658203,122.19999694824219
2021-09-14 13:30:00,5110500,123.62999725341797,123.62999725341797,123.08999633789062,122.4000015258789
2021-09-15 13:30:00,5566500,122.5,122.41000366210938,121.5,120.87999725341797
2021-09-16 13:30:00,7301400,121.12999725341797,120.0,120.79000091552734,119.3499984741211
2021-09-17 13:30:00,10722700,120.47000122070312,120.19000244140625,117.75,117.69000244140625
2021-09-20 13:30:00,8991000,116.01000213623047,115.19999694824219,114.69999694824219,113.55000305175781
2021-09-21 13:30:00,8182200,115.87000274658203,115.6500015258789,114.95999908447266,114.55000305175781
2021-09-22 13:30:00,5345600,116.23999786376953,115.2300033569336,115.87000274658203,114.91000366210938
2021-09-23 13:30:00,5484700,116.97000122070312,116.97000122070312,116.19000244140625,115.58999633789062
2021-09-24 13:30:00,4455900,116.55999755859375,116.0,115.63999938964844,115.52999877929688
2021-09-27 13:30:00,5198800,116.56999969482422,115.69999694824219,116.1500015258789,115.01000213623047
2021-09-28 13:30:00,9792300,115.04000091552734,114.33000183105469,111.9000015258789,111.8499984741211
2021-09-29 13:30:00,6522400,112.8499984741211,112.30000305175781,111.62000274658203,111.0199966430664
2021-09-30 13:30:00,6433400,113.3499984741211,112.43000030517578,111.6500015258789,111.6500015258789
2021-10-01 13:30:00,5315200,112.30000305175781,112.0,111.55999755859375,110.30000305175781
2021-10-04 13:30:00,8514500,111.43000030517578,111.0,109.0199966430664,108.5199966430664
2021-10-05 13:30:00,8039600,110.3499984741211,109.80000305175781,109.26000213623047,109.22000122070312
2021-10-06 13:30:00,7553600,109.5199966430664,108.44000244140625,109.33999633789062,107.58000183105469
2021-10-07 13:30:00,7821900,111.70999908447266,111.0,110.83000183105469,110.48999786376953
2021-10-08 13:30:00,5143400,111.06999969482422,110.9800033569336,110.04000091552734,109.51000213623047
2021-10-11 13:30:00,5318500,111.70999908447266,110.08000183105469,110.26000213623047,109.9000015258789
2021-10-12 13:30:00,9294600,111.02999877929688,110.47000122070312,109.19999694824219,108.55999755859375
2021-10-13 13:30:00,7845100,110.05000305175781,109.31999969482422,109.9800033569336,108.94999694824219
2021-10-14 13:30:00,16930500,114.73999786376953,114.13999938964844,112.55999755859375,111.16000366210938
2021-10-15 13:30:00,11558800,114.94999694824219,114.77999877929688,114.86000061035156,112.95999908447266
2021-10-18 13:30:00,6773800,115.3499984741211,113.41999816894531,115.33999633789062,113.41999816894531
2021-10-19 13:30:00,5406100,116.9800033569336,115.80000305175781,116.95999908447266,115.62999725341797
2021-10-20 13:30:00,8205800,117.02999877929688,116.87999725341797,115.58999633789062,115.55000305175781
2021-10-21 13:30:00,4640300,116.3499984741211,115.01000213623047,116.29000091552734,114.61000061035156
2021-10-22 13:30:00,6283000,117.1500015258789,116.23999786376953,114.2300033569336,114.2300033569336
2021-10-25 13:30:00,6667700,114.55000305175781,114.4000015258789,113.63999938964844,113.11000061035156
2021-10-26 13:30:00,4852300,115.30000305175781,114.94000244140625,114.18000030517578,113.72000122070312
2021-10-27 13:30:00,5394500,115.05999755859375,114.02999877929688,113.75,113.70999908447266
2021-10-28 13:30:00,5714300,116.0199966430664,113.66000366210938,116.01000213623047,113.54000091552734
2021-10-29 13:30:00,7118900,114.19000244140625,114.06999969482422,113.69999694824219,113.22000122070312
2021-11-01 13:30:00,4955700,114.33999633789062,113.58000183105469,114.12000274658203,113.3499984741211
2021-11-02 13:30:00,4479700,114.80000305175781,113.58999633789062,114.11000061035156,113.54000091552734
2021-11-03 13:30:00,6073000,114.0999984741211,113.44000244140625,114.01000213623047,112.7300033569336
2021-11-04 13:30:00,14682800,117.8499984741211,113.37000274658203,117.79000091552734,112.41000366210938
2021-11-05 13:30:00,8668100,119.52999877929688,118.16999816894531,117.80000305175781,116.25
2021-11-08 14:30:00,15776300,122.25,118.38999938964844,120.91000366210938,117.05000305175781
2021-11-09 14:30:00,10874100,123.2699966430664,121.25,121.77999877929688,120.16999816894531
2021-11-10 14:30:00,9046100,120.80000305175781,119.5999984741211,118.19999694824219,117.68000030517578
2021-11-11 14:30:00,6994000,120.47000122070312,119.26000213623047,118.19000244140625,117.80000305175781
2021-11-12 14:30:00,6947200,118.81999969482422,118.38999938964844,118.69000244140625,117.2699966430664
2021-11-15 14:30:00,5157000,119.63999938964844,119.31999969482422,118.12000274658203,117.51000213623047
2021-11-16 14:30:00,5555100,118.37999725341797,117.69000244140625,118.08000183105469,117.16000366210938
2021-11-17 14:30:00,6391400,119.55000305175781,118.0,119.05999755859375,117.51000213623047
2021-11-18 14:30:00,13229700,123.55999755859375,119.97000122070312,123.38999938964844,119.80000305175781
2021-11-19 14:30:00,9071800,124.80000305175781,122.02999877929688,124.26000213623047,122.0199966430664
2021-11-22 14:30:00,16076100,128.08999633789062,123.5,124.75,123.20999908447266
2021-11-23 14:30:00,10984000,123.19999694824219,122.72000122070312,121.36000061035156,119.5199966430664
2021-11-24 14:30:00,6992600,120.87000274658203,120.0,120.70999908447266,118.4000015258789
2021-11-26 14:30:00,6766900,119.04000091552734,117.5,117.08999633789062,116.5199966430664
2021-11-29 14:30:00,7634000,119.87999725341797,118.36000061035156,119.27999877929688,117.9000015258789
2021-11-30 14:30:00,10561800,120.16999816894531,118.0999984741211,117.1500015258789,115.76000213623047
2021-12-01 14:30:00,12924400,123.51000213623047,119.22000122070312,120.62999725341797,119.22000122070312
2021-12-02 14:30:00,8425500,123.4000015258789,120.3499984741211,121.69999694824219,120.0199966430664
2021-12-03 14:30:00,7809000,121.8499984741211,121.0,119.33000183105469,117.9800033569336
2021-12-06 14:30:00,5681200,119.5,118.88999938964844,119.13999938964844,116.58000183105469
2021-12-07 14:30:00,7459200,122.58000183105469,120.54000091552734,122.31999969482422,120.26000213623047
2021-12-08 14:30:00,5795700,122.22000122070312,121.62999725341797,121.80000305175781,120.11000061035156
2021-12-09 14:30:00,6103900,122.08999633789062,121.18000030517578,119.5,119.48999786376953
2021-12-10 14:30:00,5973900,120.79000091552734,120.0,119.12999725341797,118.23999786376953
2021-12-13 14:30:00,5854300,119.02999877929688,118.86000061035156,116.41999816894531,116.38999938964844
2021-12-14 14:30:00,6267300,116.9800033569336,115.44000244140625,116.29000091552734,115.25
2021-12-15 14:30:00,6700700,120.51000213623047,116.79000091552734,120.4000015258789,116.4800033569336
2021-12-16 14:30:00,9116100,120.75,120.33999633789062,116.56999969482422,116.13999938964844
2021-12-17 14:30:00,11725600,117.48999786376953,116.29000091552734,116.31999969482422,115.93000030517578
2021-12-20 14:30:00,6980800,116.62000274658203,115.91999816894531,114.94000244140625,113.91000366210938
2021-12-21 14:30:00,6122900,117.5,116.06999969482422,117.44000244140625,115.08000183105469
2021-12-22 14:30:00,9300100,121.44000244140625,116.91999816894531,121.30000305175781,116.83000183105469
2021-12-23 14:30:00,6512500,121.79000091552734,120.95999908447266,120.68000030517578,119.83999633789062
2021-12-27 14:30:00,6309900,123.26000213623047,121.22000122070312,122.69999694824219,121.19999694824219
2021-12-28 14:30:00,6321000,123.66000366210938,123.37999725341797,122.05999755859375,121.87000274658203
2021-12-29 14:30:00,5847700,123.1500015258789,121.80000305175781,121.41000366210938,120.97000122070312
2021-12-30 14:30:00,4187800,121.55000305175781,121.0,120.41999816894531,120.19000244140625
2021-12-31 14:30:00,3888200,121.75,121.3499984741211,120.30999755859375,120.22000122070312
2022-01-03 14:30:00,18592000,129.58999633789062,124.12999725341797,128.8000030517578,124.0
2022-01-04 14:30:00,25554900,135.5,130.8699951171875,133.39999389648438,130.3000030517578
2022-01-05 14:30:00,17891200,130.8800048828125,130.7100067138672,127.05999755859375,126.87999725341797
2022-01-06 14:30:00,16249000,129.0,127.0,128.47000122070312,124.80999755859375
2022-01-07 14:30:00,21248100,127.13999938964844,126.55000305175781,123.5,123.30999755859375
2022-01-10 14:30:00,11857700,125.87000274658203,125.11000061035156,125.01000213623047,123.26000213623047
2022-01-11 14:30:00,12113100,129.5500030517578,126.54000091552734,129.1699981689453,125.5
2022-01-12 14:30:00,16389200,132.9199981689453,130.5,132.22999572753906,130.22000122070312
2022-01-13 14:30:00,52020000,145.0,140.75,139.19000244140625,138.9199981689453
2022-01-14 14:30:00,28255300,143.8800048828125,136.08999633789062,140.66000366210938,136.08999633789062
2022-01-18 14:30:00,15191400,137.17999267578125,136.75,133.8300018310547,133.2899932861328
2022-01-19 14:30:00,11155100,135.89999389648438,134.6199951171875,131.00999450683594,130.94000244140625
2022-01-20 14:30:00,11421900,132.75,131.9199981689453,128.3300018310547,128.1999969482422
2022-01-21 14:30:00,15573700,127.9800033569336,127.08000183105469,124.52999877929688,124.2699966430664
2022-01-24 14:30:00,17083400,126.06999969482422,123.7699966430664,125.95999908447266,120.12999725341797
2022-01-25 14:30:00,11370500,125.81999969482422,125.48999786376953,122.4800033569336,121.69999694824219
2022-01-26 14:30:00,13592100,126.66999816894531,125.37999725341797,123.08000183105469,121.88999938964844
2022-01-27 14:30:00,18599800,124.13999938964844,124.0,116.37999725341797,116.02999877929688
2022-01-28 14:30:00,14005900,119.5999984741211,118.70999908447266,117.61000061035156,114.19000244140625
2022-01-31 14:30:00,10189100,122.7699966430664,119.5199966430664,122.62999725341797,118.80999755859375
2022-02-01 14:30:00,6956300,123.23999786376953,122.9000015258789,123.05000305175781,120.0999984741211
2022-02-02 14:30:00,8562900,126.47000122070312,126.2300033569336,124.1500015258789,122.55000305175781
2022-02-03 14:30:00,9926800,123.87999725341797,121.44999694824219,119.83999633789062,119.25
2022-02-04 14:30:00,5743200,121.83000183105469,120.44000244140625,121.0199966430664,119.38999938964844
2022-02-07 14:30:00,6562900,124.0999984741211,122.55999755859375,122.30999755859375,121.87999725341797
2022-02-08 14:30:00,7036200,123.86000061035156,122.0,123.70999908447266,121.61000061035156
2022-02-09 14:30:00,10979700,125.55000305175781,124.87999725341797,125.5199966430664,122.76000213623047
2022-02-10 14:30:00,10474900,128.66000366210938,124.80000305175781,124.70999908447266,124.36000061035156
2022-02-11 14:30:00,9845700,126.58000183105469,125.5,121.01000213623047,120.44999694824219
2022-02-14 14:30:00,8081800,121.55000305175781,119.94999694824219,119.7699966430664,118.0
2022-02-15 14:30:00,9248700,124.61000061035156,122.0199966430664,124.5199966430664,121.45999908447266
2022-02-16 14:30:00,5749500,124.29000091552734,123.13999938964844,123.5999984741211,121.56999969482422
2022-02-17 14:30:00,7976700,122.75,122.48999786376953,119.76000213623047,119.6500015258789
2022-02-18 14:30:00,8389000,120.69000244140625,120.5199966430664,119.30999755859375,118.44999694824219
2022-02-22 14:30:00,9793500,119.36000061035156,117.5,116.91000366210938,115.72000122070312
2022-02-23 14:30:00,8114700,119.43000030517578,118.55000305175781,115.9000015258789,115.76000213623047
2022-02-24 14:30:00,27539100,111.9800033569336,108.0,111.87999725341797,104.37999725341797
2022-02-25 14:30:00,14258900,113.0,112.29000091552734,111.2300033569336,109.36000061035156
2022-02-28 14:30:00,26347100,109.7699966430664,109.37000274658203,107.01000213623047,105.0
2022-03-01 14:30:00,20377900,111.11000061035156,110.0,108.05000305175781,107.05000305175781
2022-03-02 14:30:00,13342400,109.97000122070312,108.4000015258789,109.61000061035156,107.86000061035156
2022-03-03 14:30:00,10841700,110.0,109.91000366210938,108.79000091552734,107.5999984741211
2022-03-04 14:30:00,22372100,108.12000274658203,107.0,105.05999755859375,103.80999755859375
